Point_Code,Page_Number,Text_Snippet,Image_File
CV-9,107,"acupoint at 3 cun above the navel, 2 cun from the conception vessel, and 2 cun lateral to jianli Interior Strengthening (CV-11). Indications: Abdominal oppression and fullness, borborygmus and cutting pain, acute periumbilical pain, indigestion, and gastritis. 23. ST23 Taiyi Supreme Unity (太乙) (Figu...",/images_acupoints/CV_11_fullpage_106.png
GB-1,153,"this point, and tianchuang Celestial Window (SI-16) is located below and to the back. Indications: Tinnitus, deafness, swelling, and pain in the neck and nape; nape stiffness with an inability to turn the head and look behind; and inflammation of the throat with an inability to speak. Figure 39 18. ...",/images_acupoints/SI_16_page152.jpeg
GB-10,242,"Locating the acupoint: Begin at the middle of the upper root of the ear (shangergen), and locate the acupoint at 1 cun and 5 fens inside the hairline, and diagonally above qubin Temporal Hairline Curve (GB-7). When the patient performs the motion of chewing, the area where movement appears is the ac...",/images_acupoints/GB_10_fullpage_241.png
GB-11,243,"Indications: Coughing and counterflow, fullness of the chest with an inability to catch one’s breath, inflammation of the throat, toothaches, deafness, tinnitus, pain and swelling in the neck and nape, an inability to raise the arms and shoulders, an inability to walk using the legs, swelling of the...",/images_acupoints/GB_12_fullpage_242.png
GB-12,152,"Locating the acupoint: Below wangu Completion Bone (GB-12) in the neck, measure laterally 3 cun from the middle tip of the laryngeal prominence to reach futu Protuberance Assistant (LI-18) on the large intestine meridian channel. Then, 5 fens lateral to futu Protuberance Assistant (LI-18) locate tia...",/images_acupoints/LI_18_page151.jpeg
GB-13,97,"Indications: Wind stroke with deviated mouth and eyes, trismus, neck stiffness with an inability to turn the head, swelling and pain in the cheeks and jaw, trigeminal neuralgia, and facial nerve palsy. 7. ST7 Xiaguan Below the Joint (下關) (Figure 14) Location: At the inferior border of the zygomatic ...",/images_acupoints/ST_8_fullpage_96.png
GB-14,244,"forward, palpate in the central portion behind the ear, 4 fens into the hairline and 7 fens below touqiaoyin Orifice Yin (head) (GB-11) (竅陰), at the lower edge of the mastoid process of the temporal bone Completion Bone (GB-12), to locate the acupoint in this depression, and level with fengchi Wind ...",/images_acupoints/GB_11_fullpage_243.png
GB-15,245,"Locating the acupoint: With the patient sitting upright and looking directly to the front, locate the acupoint 1 cun above the center of the eyebrow, in a vertical line with the pupil. Indications: Headaches; redness, swelling, and pain in the eyes; twitching of the eyelids; nearsightedness; dizzy v...",/images_acupoints/BL_4_fullpage_244.png
GB-16,245,"Locating the acupoint: With the patient sitting upright and looking directly to the front, locate the acupoint 1 cun above the center of the eyebrow, in a vertical line with the pupil. Indications: Headaches; redness, swelling, and pain in the eyes; twitching of the eyelids; nearsightedness; dizzy v...",/images_acupoints/BL_4_fullpage_244.png
GB-17,246,"Tears (GB-15), measure 1 cun upward to locate this acupoint. Indications: Sudden redness, swelling, and pain in the outer canthus; headaches; dizziness; edema of the facial region, dimness of distance vision, nearsightedness, glaucoma (clear-eyed blindness), nasal congestion, fever without sweating,...",/images_acupoints/BL_7_fullpage_245.png
GB-18,246,"Tears (GB-15), measure 1 cun upward to locate this acupoint. Indications: Sudden redness, swelling, and pain in the outer canthus; headaches; dizziness; edema of the facial region, dimness of distance vision, nearsightedness, glaucoma (clear-eyed blindness), nasal congestion, fever without sweating,...",/images_acupoints/BL_7_fullpage_245.png
GB-19,160,"acupoint on both sides. Indications: Neck and nape stiffness with an inability to turn the head and look behind, headaches, dizziness, nasal congestion, nosebleeds, and deep-source nasal congestion. 8. BL8 Luoque Declining Connection (絡卻) (Figure 43) Location: At 1 cun and 5 fens behind tongtian Cel...",/images_acupoints/GV_17_fullpage_159.png
GB-2,239,"2. GB2 Tinghui Auditory Convergence (聽會) (Figure 70) Location: Anterior to the ear, in the depression slightly anterior and inferior to the earlobe. The patient’s mouth must be opened for this acupoint to be located. Acupoint anatomy: Skin - subcutaneous tissue - auricularis anterior - parotid gland...",/images_acupoints/GB_4_fullpage_238.png
GB-20,38,"| 21 | 【Chapter 2】Overview of Meridian and Collateral have no affiliated acupuncture point; instead, they use acupuncture point controlled by the twelve meridians. ii. The Pathways of the eight extra meridians The pathways of the eight extra meridians are described below: (i) The governor vessel (GV...",/images_acupoints/CV_1_fullpage_37.png
GB-21,227,"Figure 65 15. TE15 Tianliao Celestial Bone-Hole (天髎) (Figure 65) Location: On the superior part of the scapula, above quepen Empty Basin (ST-12) (缺盆), at 1 cun behind and below jianjing Shoulder Well (GB-21) (肩井), where the flesh | 210 | Atlas of Acupuncturology Atlas of Acupuncturology",/images_acupoints/GB_21_page226.jpeg
GB-22,135,"yuanye Abyss Humor (GB-22). Acupoint anatomy: Skin - subcutaneous tissue – long thoracic nerve, lateral thoracic artery, and anterior cutaneous branches and lateral cutaneous branches of intercostal nerves - latissimus dorsi and serratus anterior - intercostal muscle - excessive insertion depths can...",/images_acupoints/HT_1_fullpage_134.png
GB-23,251,"21. GB21 Jianjing Shoulder Well (肩井) (Figure 73) Location: In the depression between the superior spine of scapula and clavicle, above quepen Empty Basin (ST-12) (缺盆). Acupoint anatomy: Skin - subcutaneous tissue - branch of the supraclavicular nerve - medial cutaneous branches of the dorsal rami of...",/images_acupoints/GB_21_fullpage_250.png
GB-24,131,"transversus abdominis, and transversalis fascia – delving deeper will lead to the peritoneum. Locating the acupoint: With the patient lying in a supine position, locate the acupoint on the slightly elevated point horizontal to the navel, at 4 cun lateral to the navel. Indications: Coldness and pain ...",/images_acupoints/SP_16_fullpage_130.png
GB-25,255,"Figure 76 25. GB25 Jingmen Capital Gate (京門) (Figure 76) Location: At the end of the twelfth rib in the lumbar area. Acupoint anatomy: Skin - subcutaneous tissue - external obliques and internal obliques - lateral cutaneous branch of the subcostal nerve – anastomosis of the lower intercostal, subcos...",/images_acupoints/GB_26_page254.jpeg
GB-26,255,"Figure 76 25. GB25 Jingmen Capital Gate (京門) (Figure 76) Location: At the end of the twelfth rib in the lumbar area. Acupoint anatomy: Skin - subcutaneous tissue - external obliques and internal obliques - lateral cutaneous branch of the subcostal nerve – anastomosis of the lower intercostal, subcos...",/images_acupoints/GB_26_page254.jpeg
GB-27,256,"7 and a half cun lateral to the navel on both sides. Acupoint anatomy: Skin - subcutaneous tissue - branches of the thoracoepigastric vein - external obliques and internal obliques - lateral cutaneous branch of the subcostal nerve – anastomotic branches of the lower intercostal, subcostal, and lumba...",/images_acupoints/GB_26_page255.jpeg
GB-28,257,"Acupoint anatomy: Skin - subcutaneous tissue - branches of the superficial epigastric vein - external obliques and internal obliques - lateral cutaneous branch of the subcostal nerve, lateral cutaneous branch of the iliohypogastric nerve - branches of the deep and superficial circumflex iliac arteri...",/images_acupoints/ST_28_fullpage_256.png
GB-29,257,"Acupoint anatomy: Skin - subcutaneous tissue - branches of the superficial epigastric vein - external obliques and internal obliques - lateral cutaneous branch of the subcostal nerve, lateral cutaneous branch of the iliohypogastric nerve - branches of the deep and superficial circumflex iliac arteri...",/images_acupoints/ST_28_fullpage_256.png
GB-3,239,"2. GB2 Tinghui Auditory Convergence (聽會) (Figure 70) Location: Anterior to the ear, in the depression slightly anterior and inferior to the earlobe. The patient’s mouth must be opened for this acupoint to be located. Acupoint anatomy: Skin - subcutaneous tissue - auricularis anterior - parotid gland...",/images_acupoints/GB_4_fullpage_238.png
GB-30,258,Figure 78 Acupoint anatomy: Skin - subcutaneous tissue - branches of the superficial epigastric vein - fascia lata - lateral femoral cutaneous nerve and lateral cutaneous branch of the iliohypogastric nerve - tensor fasciae latae - lateral circumflex femoral artery. Locating the acupoint: From the d...,/images_acupoints/GB_30_page257.jpeg
GB-31,259,"Figure 79 Locating the acupoint: Instruct the patient to lie on their side and, with their upper leg bent and lower leg extended, raise the leg toward the patient’s back. Locate the acupoint where the patient’s heel touches the body. Or with the patient standing and both feet together, locate the ac...",/images_acupoints/GB_31_page258.jpeg
GB-32,260,"branches of the great saphenous vein - iliotibial band- lateral and medial heads of the quadriceps femoris – branches of the lateral circumflex femoral artery - branches of the femoral nerve. Locating the acupoint: Instruct the patient to stand upright, with both hands flat against their thighs. The...",/images_acupoints/GB_32_page259.jpeg
GB-33,261,depression between the flesh. Acupoint anatomy: Skin - subcutaneous tissue - lateral femoral cutaneous nerve - branches of the great saphenous vein - iliotibial band- lateral and medial heads of the quadriceps femoris - branches of the lateral circumflex femoral artery- branches of the femoral nerve...,/images_acupoints/GB_31_fullpage_260.png
GB-34,51,"| 34 | Atlas of Acupuncturology Atlas of Acupuncturology vessel, collateral vessels, extra meridian, meridian divergence, meridian sinew, and cutaneous region, as well as the physiological functions of the meridian and collateral systems and pathological changes of the various parts of these systems...",/images_acupoints/LI_4_fullpage_50.png
GB-35,186,"57. BL57 Chengshan Mountain Support (承山) (Figure 49) Location: At 8 cun below weizhong Bend Center (BL-40) in the midline on the back of the calves, in the depression between the flesh below the gastrocnemius. Acupoint anatomy: Skin - subcutaneous tissue - small saphenous vein - posterior femoral cu...",/images_acupoints/BL_40_fullpage_185.png
GB-36,186,"57. BL57 Chengshan Mountain Support (承山) (Figure 49) Location: At 8 cun below weizhong Bend Center (BL-40) in the midline on the back of the calves, in the depression between the flesh below the gastrocnemius. Acupoint anatomy: Skin - subcutaneous tissue - small saphenous vein - posterior femoral cu...",/images_acupoints/BL_40_fullpage_185.png
GB-37,43,| 26 | Atlas of Acupuncturology Atlas of Acupuncturology finger scabs. These afflictions can be cured by administering acupuncture at the diverging point. (v) The collateral of the large intestine meridian (LI) diverging network vessel of the hand is called LI-6 (偏歷). It begins at three cun from the...,/images_acupoints/GB_37_fullpage_42.png
GB-38,264,"ligou Woodworm Canal (LV-5) (蠡溝), which is 5 cun above the thinner ankle. Indications: Soreness and pain in the shins with an inability to stand for long durations; an inability to stand from a sitting position; flaccid paralysis and numbness in the lower limbs; various eye illnesses; febrile diseas...",/images_acupoints/GB_37_fullpage_263.png
GB-39,125,border of the tibia. Acupoint anatomy: Skin - subcutaneous tissue - great saphenous vein and the medial cutaneous branch of the saphenous nerve - crural fascia - medial crural cutaneous branches of the saphenous nerve - soleus muscle and flexor digitorum longus - tibial nerve and the posterior tibia...,/images_acupoints/SP_6_fullpage_124.png
GB-4,239,"2. GB2 Tinghui Auditory Convergence (聽會) (Figure 70) Location: Anterior to the ear, in the depression slightly anterior and inferior to the earlobe. The patient’s mouth must be opened for this acupoint to be located. Acupoint anatomy: Skin - subcutaneous tissue - auricularis anterior - parotid gland...",/images_acupoints/GB_4_fullpage_238.png
GB-40,265,"Indications: Wind stroke with paralysis of the arms and legs, pain in the neck and nape, pain in the lumbar area and knees, soreness and pain in the calves, leg qi, distention and fullness in the epigastric and abdominal areas, distention and pain in the chest and lateral costal area, crick in the n...",/images_acupoints/GB_40_page264.jpeg
GB-41,51,"| 34 | Atlas of Acupuncturology Atlas of Acupuncturology vessel, collateral vessels, extra meridian, meridian divergence, meridian sinew, and cutaneous region, as well as the physiological functions of the meridian and collateral systems and pathological changes of the various parts of these systems...",/images_acupoints/LI_4_fullpage_50.png
GB-42,266,"to catch one’s breath, wilting reversal, pain in the hip joint, soreness and pain in the lumbar region and legs, sciatica, cramps, mounting qi, swelling and pain in the external ankle, and illnesses of the gallbladder. 41. GB41 Zulinqi Foot Overlooking Tears (足臨泣) (Figure 82) Location: In the depres...",/images_acupoints/GB_40_fullpage_265.png
GB-43,266,"to catch one’s breath, wilting reversal, pain in the hip joint, soreness and pain in the lumbar region and legs, sciatica, cramps, mounting qi, swelling and pain in the external ankle, and illnesses of the gallbladder. 41. GB41 Zulinqi Foot Overlooking Tears (足臨泣) (Figure 82) Location: In the depres...",/images_acupoints/GB_40_fullpage_265.png
GB-44,235,"the last acupoint is zuqiaoyin Foot Orifice Yin (GB-44) (足竅陰). The main indications are illnesses of the chest, lateral costal area, liver, and gallbladder; febrile illnesses; illnesses of the nervous system, lateral side of the head, eyes, ears, and throat; and illnesses in the areas along with the...",/images_acupoints/GB_44_fullpage_234.png
GB-5,240,"- auriculotemporal branch and zygomaticotemporal branch of the trigeminal nerve - branches of the superficial temporal artery and vein – the temporalis. Locating the acupoint: Located at the corner of the patient’s hairline, 1 cun below touwei Head Corner (ST-8). Instruct the patient to perform chew...",/images_acupoints/GB_6_fullpage_239.png
GB-6,240,"- auriculotemporal branch and zygomaticotemporal branch of the trigeminal nerve - branches of the superficial temporal artery and vein – the temporalis. Locating the acupoint: Located at the corner of the patient’s hairline, 1 cun below touwei Head Corner (ST-8). Instruct the patient to perform chew...",/images_acupoints/GB_6_fullpage_239.png
GB-7,240,"- auriculotemporal branch and zygomaticotemporal branch of the trigeminal nerve - branches of the superficial temporal artery and vein – the temporalis. Locating the acupoint: Located at the corner of the patient’s hairline, 1 cun below touwei Head Corner (ST-8). Instruct the patient to perform chew...",/images_acupoints/GB_6_fullpage_239.png
GB-8,241,"- auriculotemporal branch of the trigeminal nerve - branches of the superficial temporal artery and vein – the temporalis. Locating the acupoint: Below xuanlu Suspended Skull (GB-5), proceed diagonally along the hairline for 1 cun, between xuanlu Suspended Skull (GB-5) and qubin Temporal Hairline Cu...",/images_acupoints/GB_5_fullpage_240.png
GB-9,242,"Locating the acupoint: Begin at the middle of the upper root of the ear (shangergen), and locate the acupoint at 1 cun and 5 fens inside the hairline, and diagonally above qubin Temporal Hairline Curve (GB-7). When the patient performs the motion of chewing, the area where movement appears is the ac...",/images_acupoints/GB_10_fullpage_241.png
GV-1,45,| 28 | Atlas of Acupuncturology Atlas of Acupuncturology (xii) The collateral of the liver meridian (LR) liver diverging network vessel of the foot is called LV-5 (蠡溝). It begins five cun from the inner ankle and diverts into the lesser yang (少陽) gall bladder meridian channel of the foot. One of the...,/images_acupoints/CV_15_fullpage_44.png
GV-10,166,"trapezius and erector spinae muscles. Locating the acupoint: With the patient sitting upright, locate the acupoint at 1 cun and 5 fens lateral to the spine below the sixth vertebra on both sides, or 1 cun and 5 fens lateral to lingtai spirit tower (GV-10). Indications: Chills and fever, heart pain, ...",/images_acupoints/GV_10_fullpage_165.png
GV-11,165,"14. BL14 Jueyinshu Reverting Yin Transport (厥陰俞) (Figure 44) Location: Inferior to the fourth vertebra in the back 1 cun and 5 fens lateral to the spine on both sides. Acupoint anatomy: Skin - subcutaneous tissue - medial cutaneous branch of the thoracic nerve, branch of the accessory nerve, and the...",/images_acupoints/GV_11_fullpage_164.png
GV-12,163,"Acupoint anatomy: Skin - subcutaneous tissue - medial cutaneous branch of the thoracic nerve, branch of the accessory nerve, and the dorsal scapular nerve - dorsal branch of posterior intercostal arteries and the transverse cervical artery and vein - trapezius, rhomboid, serratus posterior superior,...",/images_acupoints/BL_13_fullpage_162.png
GV-13,151,"forward, from taodao Kiln Path (GV-13) along the spinous process of the first thoracic vertebra, proceed 3 cun laterally to arrive at the acupoint 1 cun and 5 fens lateral to dazhu Great Shuttle (BL-11), and at the medial superior corner of the scapula. Indications: Stiffness of the nape and neck, p...",/images_acupoints/GV_14_fullpage_150.png
GV-14,49,| 32 | Atlas of Acupuncturology Atlas of Acupuncturology channels diverging from the meridian vessel. The “branched and diverged” refers to a single branch with two paths. The “joined” means the merging of two branch channels. 6. The Links Between Channels Although the meridian vessel pathways form ...,/images_acupoints/GV_14_fullpage_48.png
GV-15,162,"10. BL10 Tianzhu Celestial Pillar (天柱) (Figure 43) Location: At 1 cun 3 fen lateral to yamen Mute's Gate (GV-15) along the lateral border of the tendon of the trapezius. Acupoint anatomy: Skin - subcutaneous tissue - superficial cervical fascia - branch of the greater occipital nerve, third occipita...",/images_acupoints/GV_24_fullpage_161.png
GV-16,38,"| 21 | 【Chapter 2】Overview of Meridian and Collateral have no affiliated acupuncture point; instead, they use acupuncture point controlled by the twelve meridians. ii. The Pathways of the eight extra meridians The pathways of the eight extra meridians are described below: (i) The governor vessel (GV...",/images_acupoints/CV_1_fullpage_37.png
GV-17,160,"acupoint on both sides. Indications: Neck and nape stiffness with an inability to turn the head and look behind, headaches, dizziness, nasal congestion, nosebleeds, and deep-source nasal congestion. 8. BL8 Luoque Declining Connection (絡卻) (Figure 43) Location: At 1 cun and 5 fens behind tongtian Cel...",/images_acupoints/GV_17_fullpage_159.png
GV-18,160,"acupoint on both sides. Indications: Neck and nape stiffness with an inability to turn the head and look behind, headaches, dizziness, nasal congestion, nosebleeds, and deep-source nasal congestion. 8. BL8 Luoque Declining Connection (絡卻) (Figure 43) Location: At 1 cun and 5 fens behind tongtian Cel...",/images_acupoints/GV_17_fullpage_159.png
GV-19,160,"acupoint on both sides. Indications: Neck and nape stiffness with an inability to turn the head and look behind, headaches, dizziness, nasal congestion, nosebleeds, and deep-source nasal congestion. 8. BL8 Luoque Declining Connection (絡卻) (Figure 43) Location: At 1 cun and 5 fens behind tongtian Cel...",/images_acupoints/GV_17_fullpage_159.png
GV-2,183,"latissimus dorsi and erector spinae muscles. Locating the acupoint: With the patient sitting upright or lying in a prone position, locate this acupoint below the fourteenth vertebra (second lumbar vertebra) and 3 cun lateral to mingmen Life Gate (GV-4), or 1 cun and 5 fens lateral to shenshu Kidney ...",/images_acupoints/GV_2_fullpage_182.png
GV-20,159,"Acupoint anatomy: Skin - subcutaneous tissue - trigeminal nerve (supratrochlear nerve, supraorbital nerve, and branches of the zygomaticotemporal nerve) and branches of facial nerves - supraorbital artery and vein, supratrochlear artery and vein, and branches of the superficial temporal artery and v...",/images_acupoints/BL_7_fullpage_158.png
GV-21,307,"Space (GV-18), proceed upwards for 1 cun and 5 fens until 1 cun and 5 fen behind baihui Hundred Convergences (GV-20) and 5 cun and 5 fen above the posterior hairline. Indications: Mania and withdrawal, epilepsy, headaches, stiffness and pain in the neck and nape, dizziness, hemilateral headache alon...",/images_acupoints/GV_20_fullpage_306.png
GV-22,307,"Space (GV-18), proceed upwards for 1 cun and 5 fens until 1 cun and 5 fen behind baihui Hundred Convergences (GV-20) and 5 cun and 5 fen above the posterior hairline. Indications: Mania and withdrawal, epilepsy, headaches, stiffness and pain in the neck and nape, dizziness, hemilateral headache alon...",/images_acupoints/GV_20_fullpage_306.png
GV-23,158,"Indications: Headache and dizzy vision, the heaviness of the head, nasal congestion without the ability to smell, and epilepsy. Figure 42 5. BL5 Wuchu Fifth Place (五處) (Figure 42) Location: On the front of the head, at 1 cun and 5 fens lateral to shangxing Upper Star (GV-23), and 1 cun into the hair...",/images_acupoints/GV_23_page157.jpeg
GV-24,97,"Indications: Wind stroke with deviated mouth and eyes, trismus, neck stiffness with an inability to turn the head, swelling and pain in the cheeks and jaw, trigeminal neuralgia, and facial nerve palsy. 7. ST7 Xiaguan Below the Joint (下關) (Figure 14) Location: At the inferior border of the zygomatic ...",/images_acupoints/ST_8_fullpage_96.png
GV-25,310,"24. GV24 Shenting Spirit Court (神庭) (Figure 95) Location: Above the nose, 5 fen into the anterior hairline. Acupoint anatomy: Skin - subcutaneous tissue - trigeminal nerve (supratrochlear nerve and supraorbital nerve) and branches of the facial nerve - supraorbital artery and vein and the supratroch...",/images_acupoints/GV_24_fullpage_309.png
GV-26,50,"| 33 | 【Chapter 2】Overview of Meridian and Collateral converge with the governor vessel (GV) at this point; thus, acupuncture to the GV- 14 can reduce excessive heat from all overactive yang exuberance (陽盛). ii. The crossing of meridian vessel The term “crossing” means to traverse one another. Two o...",/images_acupoints/GV_14_fullpage_49.png
GV-27,312,27. GV27 Duiduan Extremity of the Mouth (兌端) (Figure 96) Location: At the tip of the central part of the upper lip. Acupoint anatomy: Skin - subcutaneous tissue - orbicularis oris - branch of the trigeminal nerve – a zygomatic branch of the facial nerve - superior labial artery and vein Locating the...,/images_acupoints/GV_28_page311.jpeg
GV-28,295,24. CV24 Chengjiang Sauce Receptacle (承漿) (Figure 92) Location: In the central depression of the mentolabial sulcus (the horizontal groove below the lower lip). Acupoint anatomy: Skin - subcutaneous tissue – orbicularis oris – the third branch of the trigeminal nerve – branches of the submental vein...,/images_acupoints/CV_24_fullpage_294.png
GV-3,169,"disorders, and urinary illnesses. 24. BL24 Qihaishu Sea-of-Qi Transport (氣海俞) (Figure 44) Location: Inferior to the fifteenth vertebra in the back (third lumbar) 1 cun and 5 fens lateral to the spine on both sides. Acupoint anatomy: Skin - subcutaneous tissue - medial and lateral branches of the dor...",/images_acupoints/BL_26_fullpage_168.png
GV-4,168,"Acupoint anatomy: Skin - subcutaneous tissue -posterior cutaneous branches from medial branches of dorsal rami of thoracic nerve - dorsal branch of the posterior intercostal arteries - latissimus dorsi, erector spinae, and serratus posterior inferior muscles. Locating the acupoint: With the patient ...",/images_acupoints/BL_22_fullpage_167.png
GV-5,168,"Acupoint anatomy: Skin - subcutaneous tissue -posterior cutaneous branches from medial branches of dorsal rami of thoracic nerve - dorsal branch of the posterior intercostal arteries - latissimus dorsi, erector spinae, and serratus posterior inferior muscles. Locating the acupoint: With the patient ...",/images_acupoints/BL_22_fullpage_167.png
GV-6,167,19. BL19 Danshu Gallbladder Transport (膽俞) (Figure 44) Location: Inferior to the tenth vertebra in the back 1 cun and 5 fens lateral to the spine on both sides. Acupoint anatomy: Skin - subcutaneous tissue –posterior cutaneous branches from medial branches of dorsal rami of thoracic nerve- dorsal br...,/images_acupoints/GV_7_fullpage_166.png
GV-7,167,19. BL19 Danshu Gallbladder Transport (膽俞) (Figure 44) Location: Inferior to the tenth vertebra in the back 1 cun and 5 fens lateral to the spine on both sides. Acupoint anatomy: Skin - subcutaneous tissue –posterior cutaneous branches from medial branches of dorsal rami of thoracic nerve- dorsal br...,/images_acupoints/GV_7_fullpage_166.png
GV-8,166,"trapezius and erector spinae muscles. Locating the acupoint: With the patient sitting upright, locate the acupoint at 1 cun and 5 fens lateral to the spine below the sixth vertebra on both sides, or 1 cun and 5 fens lateral to lingtai spirit tower (GV-10). Indications: Chills and fever, heart pain, ...",/images_acupoints/GV_10_fullpage_165.png
GV-9,166,"trapezius and erector spinae muscles. Locating the acupoint: With the patient sitting upright, locate the acupoint at 1 cun and 5 fens lateral to the spine below the sixth vertebra on both sides, or 1 cun and 5 fens lateral to lingtai spirit tower (GV-10). Indications: Chills and fever, heart pain, ...",/images_acupoints/GV_10_fullpage_165.png
HT-1,135,"yuanye Abyss Humor (GB-22). Acupoint anatomy: Skin - subcutaneous tissue – long thoracic nerve, lateral thoracic artery, and anterior cutaneous branches and lateral cutaneous branches of intercostal nerves - latissimus dorsi and serratus anterior - intercostal muscle - excessive insertion depths can...",/images_acupoints/HT_1_fullpage_134.png
HT-2,136,"cutaneous nerve, and intercostal brachial nerve - latissimus dorsi and teres major - axillary nerve, anterior and posterior circumflex humeral artery, and the axillary vein – humeral head. Locating the acupoint: First, raise the patient’s arm to shoulder level. Palpate the space between the two musc...",/images_acupoints/HT_3_page135.jpeg
HT-3,136,"cutaneous nerve, and intercostal brachial nerve - latissimus dorsi and teres major - axillary nerve, anterior and posterior circumflex humeral artery, and the axillary vein – humeral head. Locating the acupoint: First, raise the patient’s arm to shoulder level. Palpate the space between the two musc...",/images_acupoints/HT_3_page135.jpeg
HT-4,137,"brain wind and headache, and forgetfulness. 3. HT3 Shaohai Lesser Sea (少海) (Figure 30) Location: On the medial side of the elbow joint, at the end of the cubital crease, and in the depression 5 fen from the tip of the elbow. Acupoint anatomy: Skin - subcutaneous tissue - cephalic vein - medial anteb...",/images_acupoints/HT_3_fullpage_136.png
HT-5,42,"| 25 | 【Chapter 2】Overview of Meridian and Collateral below: (i) The collateral of the lung meridian (LU) diverging network vessel of the hand is called LU-7 (列缺). This begins at the interstices above the wrist, flows alongside the greater yin (太陰) into the Center of the Palm (掌中), and spreads throu...",/images_acupoints/SI_7_fullpage_41.png
HT-6,139,"6. HT6 Yinxi Yin Cleft (陰郄) (Figure 31) Location: On the ulnar side posterior to the palm, 5 fens superior to the transverse crease of the wrist, and 5 fens below tongli Connecting Li (HT-5). Acupoint anatomy: Skin - subcutaneous tissue - median antebrachial vein, medial antebrachial cutaneous branc...",/images_acupoints/HT_5_fullpage_138.png
HT-7,137,"brain wind and headache, and forgetfulness. 3. HT3 Shaohai Lesser Sea (少海) (Figure 30) Location: On the medial side of the elbow joint, at the end of the cubital crease, and in the depression 5 fen from the tip of the elbow. Acupoint anatomy: Skin - subcutaneous tissue - cephalic vein - medial anteb...",/images_acupoints/HT_3_fullpage_136.png
HT-8,139,"6. HT6 Yinxi Yin Cleft (陰郄) (Figure 31) Location: On the ulnar side posterior to the palm, 5 fens superior to the transverse crease of the wrist, and 5 fens below tongli Connecting Li (HT-5). Acupoint anatomy: Skin - subcutaneous tissue - median antebrachial vein, medial antebrachial cutaneous branc...",/images_acupoints/HT_5_fullpage_138.png
HT-9,135,"yuanye Abyss Humor (GB-22). Acupoint anatomy: Skin - subcutaneous tissue – long thoracic nerve, lateral thoracic artery, and anterior cutaneous branches and lateral cutaneous branches of intercostal nerves - latissimus dorsi and serratus anterior - intercostal muscle - excessive insertion depths can...",/images_acupoints/HT_1_fullpage_134.png
KI-1,194,"Section 8. Acupoints on the Shaoyin Kidney Meridian (KI) Channel of the Foot The shaoyin kidney channel of the foot (KI) contains 27 acupoints on one side, for a total of 54 acupoints for both sides. Among them, 10 are located on the medial and posterior aspect of the lower limbs, and the other 17 a...",/images_acupoints/KI_27_page193.jpeg
KI-10,199,"vein - medial crural cutaneous branches of the saphenous nerve – branches of the tibial nerve, posterior tibial artery, and posterior tibial vein - flexor digitorum longus and the gastrocnemius. Locating the acupoint: With the patient sitting upright and their knees bent, at 3 cun above fuliu Recove...",/images_acupoints/SP_6_page198.jpeg
KI-11,200,"saphenous branch of the femoral artery and branch of the femoral vein – between semitendinosus and semimembranosus. Locating the acupoint: With the patient sitting upright and their feet hanging down, squeeze the end or head of the popliteal crease and extend their foot. Palpate the patient’s knee b...",/images_acupoints/KI_10_fullpage_199.png
KI-12,200,"saphenous branch of the femoral artery and branch of the femoral vein – between semitendinosus and semimembranosus. Locating the acupoint: With the patient sitting upright and their feet hanging down, squeeze the end or head of the popliteal crease and extend their foot. Palpate the patient’s knee b...",/images_acupoints/KI_10_fullpage_199.png
KI-13,202,"and lateral branches of the subcostal nerve - inferior epigastric artery and vein - rectus sheath, rectus abdominis, transversus abdominis, and transversalis fascia – delving deeper will lead to the peritoneum. Locating the acupoint: At 1 cuns below qixue Qi Point (KI-13), 1 cun above henggu Pubic B...",/images_acupoints/CV_4_fullpage_201.png
KI-14,202,"and lateral branches of the subcostal nerve - inferior epigastric artery and vein - rectus sheath, rectus abdominis, transversus abdominis, and transversalis fascia – delving deeper will lead to the peritoneum. Locating the acupoint: At 1 cuns below qixue Qi Point (KI-13), 1 cun above henggu Pubic B...",/images_acupoints/CV_4_fullpage_201.png
KI-15,203,"Locating the acupoint: At 1 cun above qixue Qi Point (KI-13), 3 cun above henggu Pubic Bone (KI-11), 5 fens lateral to shimen Stone Gate (CV-5), and 5 fens lateral to the midline, locate the acupoint. Indications: Mounting-conglomeration and accumulations below the navel, seminal emissions, metrorrh...",/images_acupoints/CV_5_fullpage_202.png
KI-16,108,"gastrointestinal diseases, retching counterflow, ascites, and menstrual disorders. 25. ST25 Tianshu Celestial Pivot (天樞) (Figure 17) Location: In the abdominal area, 2 cun lateral to the navel, and 1 cun below huaroumen Celestial Pivot (ST-25). Acupoint anatomy: Skin – branches of the paraumbilical ...",/images_acupoints/ST_26_fullpage_107.png
KI-17,203,"Locating the acupoint: At 1 cun above qixue Qi Point (KI-13), 3 cun above henggu Pubic Bone (KI-11), 5 fens lateral to shimen Stone Gate (CV-5), and 5 fens lateral to the midline, locate the acupoint. Indications: Mounting-conglomeration and accumulations below the navel, seminal emissions, metrorrh...",/images_acupoints/CV_5_fullpage_202.png
